question_id,question__title,Difficulity,title_slug
993,Tallest Billboard,3,tallest-billboard
994,Prison Cells After N Days,2,prison-cells-after-n-days
998,Check Completeness of a Binary Tree,2,check-completeness-of-a-binary-tree
999,Regions Cut By Slashes,2,regions-cut-by-slashes
1000,Delete Columns to Make Sorted III,3,delete-columns-to-make-sorted-iii
1001,N-Repeated Element in Size 2N Array,1,n-repeated-element-in-size-2n-array
1002,Maximum Width Ramp,2,maximum-width-ramp
1003,Minimum Area Rectangle II,2,minimum-area-rectangle-ii
1004,Least Operators to Express Number,3,least-operators-to-express-number
1005,Univalued Binary Tree,1,univalued-binary-tree
1006,Vowel Spellchecker,2,vowel-spellchecker
1007,Numbers With Same Consecutive Differences,2,numbers-with-same-consecutive-differences
1008,Binary Tree Cameras,3,binary-tree-cameras
1009,Pancake Sorting,2,pancake-sorting
1010,Powerful Integers,2,powerful-integers
1011,Flip Binary Tree To Match Preorder Traversal,2,flip-binary-tree-to-match-preorder-traversal
1012,Equal Rational Numbers,3,equal-rational-numbers
1013,Fibonacci Number,1,fibonacci-number
1014,K Closest Points to Origin,2,k-closest-points-to-origin
1016,Subarray Sums Divisible by K,2,subarray-sums-divisible-by-k
1017,Odd Even Jump,3,odd-even-jump
1018,Largest Perimeter Triangle,1,largest-perimeter-triangle
1019,Squares of a Sorted Array,1,squares-of-a-sorted-array
1020,Longest Turbulent Subarray,2,longest-turbulent-subarray
1021,Distribute Coins in Binary Tree,2,distribute-coins-in-binary-tree
1022,Unique Paths III,3,unique-paths-iii
1023,Time Based Key-Value Store,2,time-based-key-value-store
1024,Triples with Bitwise AND Equal To Zero,3,triples-with-bitwise-and-equal-to-zero
1025,Minimum Cost For Tickets,2,minimum-cost-for-tickets
1026,String Without AAA or BBB,2,string-without-aaa-or-bbb
1027,Sum of Even Numbers After Queries,2,sum-of-even-numbers-after-queries
1028,Interval List Intersections,2,interval-list-intersections
1029,Vertical Order Traversal of a Binary Tree,3,vertical-order-traversal-of-a-binary-tree
1030,Smallest String Starting From Leaf,2,smallest-string-starting-from-leaf
1031,Add to Array-Form of Integer,1,add-to-array-form-of-integer
1032,Satisfiability of Equality Equations,2,satisfiability-of-equality-equations
1033,Broken Calculator,2,broken-calculator
1034,Subarrays with K Different Integers,3,subarrays-with-k-different-integers
1035,Cousins in Binary Tree,1,cousins-in-binary-tree
1036,Rotting Oranges,2,rotting-oranges
1037,Minimum Number of K Consecutive Bit Flips,3,minimum-number-of-k-consecutive-bit-flips
1038,Number of Squareful Arrays,3,number-of-squareful-arrays
1039,Find the Town Judge,1,find-the-town-judge
1040,Maximum Binary Tree II,2,maximum-binary-tree-ii
1041,Available Captures for Rook,1,available-captures-for-rook
1042,Minimum Cost to Merge Stones,3,minimum-cost-to-merge-stones
1043,Grid Illumination,3,grid-illumination
1044,Find Common Characters,1,find-common-characters
1045,Check If Word Is Valid After Substitutions,2,check-if-word-is-valid-after-substitutions
1046,Max Consecutive Ones III,2,max-consecutive-ones-iii
1047,Maximize Sum Of Array After K Negations,1,maximize-sum-of-array-after-k-negations
1048,Clumsy Factorial,2,clumsy-factorial
1049,Minimum Domino Rotations For Equal Row,2,minimum-domino-rotations-for-equal-row
1050,Construct Binary Search Tree from Preorder Traversal,2,construct-binary-search-tree-from-preorder-traversal
1051,Shortest Way to Form String,2,shortest-way-to-form-string
1052,Campus Bikes,2,campus-bikes
1053,Minimize Rounding Error to Meet Target,2,minimize-rounding-error-to-meet-target
1054,Complement of Base 10 Integer,1,complement-of-base-10-integer
1055,Pairs of Songs With Total Durations Divisible by 60,2,pairs-of-songs-with-total-durations-divisible-by-60
1056,Capacity To Ship Packages Within D Days,2,capacity-to-ship-packages-within-d-days
1057,Numbers With Repeated Digits,3,numbers-with-repeated-digits
1058,Lexicographically Smallest Equivalent String,2,lexicographically-smallest-equivalent-string
1059,Missing Element in Sorted Array,2,missing-element-in-sorted-array
1060,Longest Repeating Substring,2,longest-repeating-substring
1061,Number of Valid Subarrays,3,number-of-valid-subarrays
1062,Partition Array Into Three Parts With Equal Sum,1,partition-array-into-three-parts-with-equal-sum
1063,Best Sightseeing Pair,2,best-sightseeing-pair
1064,Smallest Integer Divisible by K,2,smallest-integer-divisible-by-k
1065,Binary String With Substrings Representing 1 To N,2,binary-string-with-substrings-representing-1-to-n
1066,Fixed Point,1,fixed-point
1067,Campus Bikes II,2,campus-bikes-ii
1068,Digit Count in Range,3,digit-count-in-range
1069,Confusing Number,1,confusing-number
1070,Convert to Base -2,2,convert-to-base-2
1071,Binary Prefix Divisible By 5,1,binary-prefix-divisible-by-5
1072,Next Greater Node In Linked List,2,next-greater-node-in-linked-list
1073,Number of Enclaves,2,number-of-enclaves
1074,High Five,1,high-five
1075,Index Pairs of a String,1,index-pairs-of-a-string
1076,Brace Expansion,2,brace-expansion
1077,Confusing Number II,3,confusing-number-ii
1078,Remove Outermost Parentheses,1,remove-outermost-parentheses
1079,Sum of Root To Leaf Binary Numbers,1,sum-of-root-to-leaf-binary-numbers
1080,Camelcase Matching,2,camelcase-matching
1081,Video Stitching,2,video-stitching
1082,Sum of Digits in the Minimum Number,1,sum-of-digits-in-the-minimum-number
1083,Two Sum Less Than K,1,two-sum-less-than-k
1084,Find K-Length Substrings With No Repeated Characters,2,find-k-length-substrings-with-no-repeated-characters
1085,The Earliest Moment When Everyone Become Friends,2,the-earliest-moment-when-everyone-become-friends
1086,Divisor Game,1,divisor-game
1087,Longest Arithmetic Subsequence,2,longest-arithmetic-subsequence
1088,Number of Days in a Month,1,number-of-days-in-a-month
1089,Remove Vowels from a String,1,remove-vowels-from-a-string
1090,Armstrong Number,1,armstrong-number
1091,Maximum Average Subtree,2,maximum-average-subtree
1092,Maximum Difference Between Node and Ancestor,2,maximum-difference-between-node-and-ancestor
1093,Recover a Tree From Preorder Traversal,3,recover-a-tree-from-preorder-traversal
1094,Matrix Cells in Distance Order,1,matrix-cells-in-distance-order
1095,Two City Scheduling,2,two-city-scheduling
1096,Maximum Sum of Two Non-Overlapping Subarrays,2,maximum-sum-of-two-non-overlapping-subarrays
1097,Stream of Characters,3,stream-of-characters
1098,Largest Unique Number,1,largest-unique-number
1099,Path With Maximum Minimum Value,2,path-with-maximum-minimum-value
1100,Connecting Cities With Minimum Cost,2,connecting-cities-with-minimum-cost
1101,Parallel Courses,2,parallel-courses
1102,Check If a Number Is Majority Element in a Sorted Array,1,check-if-a-number-is-majority-element-in-a-sorted-array
1103,Moving Stones Until Consecutive,2,moving-stones-until-consecutive
1104,Coloring A Border,2,coloring-a-border
1105,Uncrossed Lines,2,uncrossed-lines
1106,Escape a Large Maze,3,escape-a-large-maze
1107,Minimum Swaps to Group All 1's Together,2,minimum-swaps-to-group-all-1s-together
1108,Analyze User Website Visit Pattern,2,analyze-user-website-visit-pattern
1111,Minimum Score Triangulation of Polygon,2,minimum-score-triangulation-of-polygon
1112,Find Words That Can Be Formed by Characters,1,find-words-that-can-be-formed-by-characters
1113,Moving Stones Until Consecutive II,2,moving-stones-until-consecutive-ii
1114,Binary Search Tree to Greater Sum Tree,2,binary-search-tree-to-greater-sum-tree
1115,Valid Boomerang,1,valid-boomerang
1116,Maximum Level Sum of a Binary Tree,2,maximum-level-sum-of-a-binary-tree
1117,As Far from Land as Possible,2,as-far-from-land-as-possible
1118,Divide Array Into Increasing Sequences,3,divide-array-into-increasing-sequences
1119,Robot Bounded In Circle,2,robot-bounded-in-circle
1120,Flower Planting With No Adjacent,2,flower-planting-with-no-adjacent
1121,Partition Array for Maximum Sum,2,partition-array-for-maximum-sum
1122,Longest Duplicate Substring,3,longest-duplicate-substring
1123,Single-Row Keyboard,1,single-row-keyboard
1124,String Transforms Into Another String,3,string-transforms-into-another-string
1125,Design File System,2,design-file-system
1126,Minimum Cost to Connect Sticks,2,minimum-cost-to-connect-sticks
1127,Last Stone Weight,1,last-stone-weight
1128,Remove All Adjacent Duplicates In String,1,remove-all-adjacent-duplicates-in-string
1129,Longest String Chain,2,longest-string-chain
1130,Last Stone Weight II,2,last-stone-weight-ii
1131,Count Substrings with Only One Distinct Letter,1,count-substrings-with-only-one-distinct-letter
1132,Before and After Puzzle,2,before-and-after-puzzle
1133,Last Substring in Lexicographical Order,3,last-substring-in-lexicographical-order
1134,Shortest Distance to Target Color,2,shortest-distance-to-target-color
1135,Customers Who Bought All Products,2,customers-who-bought-all-products
1136,Actors and Directors Who Cooperated At Least Three Times,1,actors-and-directors-who-cooperated-at-least-three-times
1137,Height Checker,1,height-checker
1138,Grumpy Bookstore Owner,2,grumpy-bookstore-owner
1139,Previous Permutation With One Swap,2,previous-permutation-with-one-swap
1140,Distant Barcodes,2,distant-barcodes
1141,How Many Apples Can You Put into the Basket,1,how-many-apples-can-you-put-into-the-basket
1142,Minimum Knight Moves,2,minimum-knight-moves
1143,Find Smallest Common Element in All Rows,2,find-smallest-common-element-in-all-rows
1144,Optimize Water Distribution in a Village,3,optimize-water-distribution-in-a-village
1145,Number of Submatrices That Sum to Target,3,number-of-submatrices-that-sum-to-target
1146,Greatest Common Divisor of Strings,1,greatest-common-divisor-of-strings
1147,Flip Columns For Maximum Number of Equal Rows,2,flip-columns-for-maximum-number-of-equal-rows
1148,Adding Two Negabinary Numbers,2,adding-two-negabinary-numbers
1149,Intersection of Three Sorted Arrays,1,intersection-of-three-sorted-arrays
1150,Two Sum BSTs,2,two-sum-bsts
1151,Stepping Numbers,2,stepping-numbers
1152,Maximum Number of Ones,3,maximum-number-of-ones
1153,Product Sales Analysis I,1,product-sales-analysis-i
1154,Product Sales Analysis II,1,product-sales-analysis-ii
1155,Product Sales Analysis III,2,product-sales-analysis-iii
1156,Occurrences After Bigram,1,occurrences-after-bigram
1157,Insufficient Nodes in Root to Leaf Paths,2,insufficient-nodes-in-root-to-leaf-paths
1159,Smallest Subsequence of Distinct Characters,2,smallest-subsequence-of-distinct-characters
1160,Letter Tile Possibilities,2,letter-tile-possibilities
1161,Project Employees I,1,project-employees-i
1162,Project Employees II,1,project-employees-ii
1163,Project Employees III,2,project-employees-iii
1164,Missing Number In Arithmetic Progression,1,missing-number-in-arithmetic-progression
1165,Meeting Scheduler,2,meeting-scheduler
1166,Toss Strange Coins,2,toss-strange-coins
1167,Minimum Time to Build Blocks,3,minimum-time-to-build-blocks
1168,Duplicate Zeros,1,duplicate-zeros
1169,Largest Values From Labels,2,largest-values-from-labels
1170,Shortest Common Supersequence ,3,shortest-common-supersequence
1171,Shortest Path in Binary Matrix,2,shortest-path-in-binary-matrix
1172,Sales Analysis I,1,sales-analysis-i
1173,Sales Analysis II,1,sales-analysis-ii
1174,Sales Analysis III,1,sales-analysis-iii
1175,Array Transformation,1,array-transformation
1176,Design A Leaderboard,2,design-a-leaderboard
1177,Tree Diameter,2,tree-diameter
1178,Valid Palindrome III,3,valid-palindrome-iii
1179,Game Play Analysis I,1,game-play-analysis-i
1180,Game Play Analysis II,1,game-play-analysis-ii
1181,Game Play Analysis III,2,game-play-analysis-iii
1182,Game Play Analysis IV,2,game-play-analysis-iv
1183,Statistics from a Large Sample,2,statistics-from-a-large-sample
1184,Car Pooling,2,car-pooling
1185,Find in Mountain Array,3,find-in-mountain-array
1186,Building H2O,2,building-h2o
1187,Print FooBar Alternately,2,print-foobar-alternately
1188,Brace Expansion II,3,brace-expansion-ii
1189,Encode Number,2,encode-number
1190,Smallest Common Region,2,smallest-common-region
1191,Synonymous Sentences,2,synonymous-sentences
1192,Divide Chocolate,3,divide-chocolate
1193,Game Play Analysis V,3,game-play-analysis-v
1194,Path In Zigzag Labelled Binary Tree,2,path-in-zigzag-labelled-binary-tree
1195,Distribute Candies to People,1,distribute-candies-to-people
1196,Filling Bookcase Shelves,2,filling-bookcase-shelves
1197,Parsing A Boolean Expression,3,parsing-a-boolean-expression
1198,Unpopular Books,2,unpopular-books
1199,Hexspeak,1,hexspeak
1200,Remove Interval,2,remove-interval
1201,Delete Tree Nodes,2,delete-tree-nodes
1202,Palindrome Removal,3,palindrome-removal
1203,Print in Order,1,print-in-order
1204,New Users Daily Count,2,new-users-daily-count
1205,Defanging an IP Address,1,defanging-an-ip-address
1206,Corporate Flight Bookings,2,corporate-flight-bookings
1207,Delete Nodes And Return Forest,2,delete-nodes-and-return-forest
1208,Maximum Nesting Depth of Two Valid Parentheses Strings,2,maximum-nesting-depth-of-two-valid-parentheses-strings
1209,Design Bounded Blocking Queue,2,design-bounded-blocking-queue
1210,Mean of Array After Removing Some Elements,1,mean-of-array-after-removing-some-elements
1211,Iterator for Combination,2,iterator-for-combination
1212,Sequential Digits,2,sequential-digits
1213,Handshakes That Don't Cross,3,handshakes-that-dont-cross
1214,Highest Grade For Each Student,2,highest-grade-for-each-student
1215,Reported Posts,1,reported-posts
1216,Print Zero Even Odd,2,print-zero-even-odd
1217,Relative Sort Array,1,relative-sort-array
1218,Lowest Common Ancestor of Deepest Leaves,2,lowest-common-ancestor-of-deepest-leaves
1219,Longest Well-Performing Interval,2,longest-well-performing-interval
1220,Smallest Sufficient Team,3,smallest-sufficient-team
1221,Element Appearing More Than 25% In Sorted Array,1,element-appearing-more-than-25-in-sorted-array
1222,Remove Covered Intervals,2,remove-covered-intervals
1223,Graph Connectivity With Threshold,3,graph-connectivity-with-threshold
1224,Minimum Falling Path Sum II,3,minimum-falling-path-sum-ii
1225,Active Businesses,2,active-businesses
1226,User Purchase Platform,3,user-purchase-platform
1227,Number of Equivalent Domino Pairs,1,number-of-equivalent-domino-pairs
1228,Minimum Cost Tree From Leaf Values,2,minimum-cost-tree-from-leaf-values
1229,Shortest Path with Alternating Colors,2,shortest-path-with-alternating-colors
1230,Maximum of Absolute Value Expression,2,maximum-of-absolute-value-expression
1231,Replace Elements with Greatest Element on Right Side,1,replace-elements-with-greatest-element-on-right-side
1232,Sum of Mutated Array Closest to Target,2,sum-of-mutated-array-closest-to-target
1233,Number of Ships in a Rectangle,3,number-of-ships-in-a-rectangle
1234,Number of Paths with Max Score,3,number-of-paths-with-max-score
1236,N-th Tribonacci Number,1,n-th-tribonacci-number
1237,Reported Posts II,2,reported-posts-ii
1238,Alphabet Board Path,2,alphabet-board-path
1239,Largest 1-Bordered Square,2,largest-1-bordered-square
1240,Stone Game II,2,stone-game-ii
1241,Decompress Run-Length Encoded List,1,decompress-run-length-encoded-list
1242,Matrix Block Sum,2,matrix-block-sum
1243,Sum of Nodes with Even-Valued Grandparent,2,sum-of-nodes-with-even-valued-grandparent
1244,Distinct Echo Substrings,3,distinct-echo-substrings
1245,User Activity for the Past 30 Days I,1,user-activity-for-the-past-30-days-i
1246,User Activity for the Past 30 Days II,1,user-activity-for-the-past-30-days-ii
1247,Decrease Elements To Make Array Zigzag,2,decrease-elements-to-make-array-zigzag
1248,Binary Tree Coloring Game,2,binary-tree-coloring-game
1249,Snapshot Array,2,snapshot-array
1250,Longest Common Subsequence,2,longest-common-subsequence
1251,Longest Chunked Palindrome Decomposition,3,longest-chunked-palindrome-decomposition
1252,Break a Palindrome,2,break-a-palindrome
1253,Sort the Matrix Diagonally,2,sort-the-matrix-diagonally
1254,Deepest Leaves Sum,2,deepest-leaves-sum
1255,Reverse Subarray To Maximize Array Value,3,reverse-subarray-to-maximize-array-value
1256,Rank Transform of an Array,1,rank-transform-of-an-array
1257,Rank Transform of a Matrix,3,rank-transform-of-a-matrix
1258,Article Views I,1,article-views-i
1259,Article Views II,2,article-views-ii
1260,Day of the Year,1,day-of-the-year
1261,Swap For Longest Repeated Character Substring,2,swap-for-longest-repeated-character-substring
1262,Online Majority Element In Subarray,3,online-majority-element-in-subarray
1263,Number of Dice Rolls With Target Sum,2,number-of-dice-rolls-with-target-sum
1264,Maximum Number of Words You Can Type,1,maximum-number-of-words-you-can-type
1267,Remove Zero Sum Consecutive Nodes from Linked List,2,remove-zero-sum-consecutive-nodes-from-linked-list
1268,Market Analysis I,2,market-analysis-i
1269,Market Analysis II,3,market-analysis-ii
1270,Dinner Plate Stacks,3,dinner-plate-stacks
1271,Web Crawler,2,web-crawler
1272,Invalid Transactions,2,invalid-transactions
1273,Compare Strings by Frequency of the Smallest Character,2,compare-strings-by-frequency-of-the-smallest-character
1274,Number of Days Between Two Dates,1,number-of-days-between-two-dates
1275,Validate Binary Tree Nodes,2,validate-binary-tree-nodes
1276,Closest Divisors,2,closest-divisors
1277,Largest Multiple of Three,3,largest-multiple-of-three
1278,Product Price at a Given Date,2,product-price-at-a-given-date
1279,Prime Arrangements,1,prime-arrangements
1280,Diet Plan Performance,1,diet-plan-performance
1281,Can Make Palindrome from Substring,2,can-make-palindrome-from-substring
1282,Number of Valid Words for Each Puzzle,3,number-of-valid-words-for-each-puzzle
1283,Reformat Date,1,reformat-date
1284,Four Divisors,2,four-divisors
1285,Balance a Binary Search Tree,2,balance-a-binary-search-tree
1286,Constrained Subsequence Sum,3,constrained-subsequence-sum
1287,Distance Between Bus Stops,1,distance-between-bus-stops
1288,Maximum Subarray Sum with One Deletion,2,maximum-subarray-sum-with-one-deletion
1289,Day of the Week,1,day-of-the-week
1290,Make Array Strictly Increasing,3,make-array-strictly-increasing
1291,Immediate Food Delivery I,1,immediate-food-delivery-i
1292,Immediate Food Delivery II,2,immediate-food-delivery-ii
1293,Three Consecutive Odds,1,three-consecutive-odds
1294,Range Frequency Queries,2,range-frequency-queries
1295,Minimum Garden Perimeter to Collect Enough Apples,2,minimum-garden-perimeter-to-collect-enough-apples
1296,Kth Ancestor of a Tree Node,3,kth-ancestor-of-a-tree-node
1297,Maximum Number of Balloons,1,maximum-number-of-balloons
1298,Reverse Substrings Between Each Pair of Parentheses,2,reverse-substrings-between-each-pair-of-parentheses
1299,K-Concatenation Maximum Sum,2,k-concatenation-maximum-sum
1300,Critical Connections in a Network,3,critical-connections-in-a-network
1301,Reformat Department Table,1,reformat-department-table
1302,Delete Characters to Make Fancy String,1,delete-characters-to-make-fancy-string
1303,Minimum Moves to Reach Target Score,2,minimum-moves-to-reach-target-score
1304,Longest Happy String,2,longest-happy-string
1305,Number of Visible People in a Queue,3,number-of-visible-people-in-a-queue
1306,Minimum Absolute Difference,1,minimum-absolute-difference
1307,Ugly Number III,2,ugly-number-iii
1308,Smallest String With Swaps,2,smallest-string-with-swaps
1309,Sort Items by Groups Respecting Dependencies,3,sort-items-by-groups-respecting-dependencies
1310,Watering Plants,2,watering-plants
1311,Largest Magic Square,2,largest-magic-square
1312,Count Artifacts That Can Be Extracted,2,count-artifacts-that-can-be-extracted
1313,Count Ways to Build Rooms in an Ant Colony,3,count-ways-to-build-rooms-in-an-ant-colony
1316,Fizz Buzz Multithreaded,2,fizz-buzz-multithreaded
1317,Monthly Transactions I,2,monthly-transactions-i
1318,Tournament Winners,3,tournament-winners
1319,Unique Number of Occurrences,1,unique-number-of-occurrences
1320,Remove All Adjacent Duplicates in String II,2,remove-all-adjacent-duplicates-in-string-ii
1321,Get Equal Substrings Within Budget,2,get-equal-substrings-within-budget
1322,Minimum Moves to Reach Target with Rotations,3,minimum-moves-to-reach-target-with-rotations
1324,Where Will the Ball Fall,2,where-will-the-ball-fall
1325,Path with Maximum Probability,2,path-with-maximum-probability
1326,Sum of Floored Pairs,3,sum-of-floored-pairs
1327,Last Person to Fit in the Bus,2,last-person-to-fit-in-the-bus
1328,Monthly Transactions II,2,monthly-transactions-ii
1329,Minimum Cost to Move Chips to The Same Position,1,minimum-cost-to-move-chips-to-the-same-position
1330,Longest Arithmetic Subsequence of Given Difference,2,longest-arithmetic-subsequence-of-given-difference
1331,Path with Maximum Gold,2,path-with-maximum-gold
1332,Count Vowels Permutation,3,count-vowels-permutation
1333,Sort the Jumbled Numbers,2,sort-the-jumbled-numbers
1334,Sum of Numbers With Units Digit K,2,sum-of-numbers-with-units-digit-k
1335,Maximum Candies Allocated to K Children,2,maximum-candies-allocated-to-k-children
1336,Maximum Product of the Length of Two Palindromic Substrings,3,maximum-product-of-the-length-of-two-palindromic-substrings
1337,Design Skiplist,3,design-skiplist
1338,Queries Quality and Percentage,1,queries-quality-and-percentage
1339,Team Scores in Football Tournament,2,team-scores-in-football-tournament
1340,The Dining Philosophers,2,the-dining-philosophers
1341,Split a String in Balanced Strings,1,split-a-string-in-balanced-strings
1342,Queens That Can Attack the King,2,queens-that-can-attack-the-king
1343,Dice Roll Simulation,3,dice-roll-simulation
1344,Maximum Equal Frequency,3,maximum-equal-frequency
1345,Perform String Shifts,1,perform-string-shifts
1346,Maximize the Topmost Element After K Moves,2,maximize-the-topmost-element-after-k-moves
1347,Distance to a Cycle in Undirected Graph,3,distance-to-a-cycle-in-undirected-graph
1348,Maximum Score Of Spliced Array,3,maximum-score-of-spliced-array
1349,Check If It Is a Straight Line,1,check-if-it-is-a-straight-line
1350,Remove Sub-Folders from the Filesystem,2,remove-sub-folders-from-the-filesystem
1351,Replace the Substring for Balanced String,2,replace-the-substring-for-balanced-string
1352,Maximum Profit in Job Scheduling,3,maximum-profit-in-job-scheduling
1353,Find Resultant Array After Removing Anagrams,1,find-resultant-array-after-removing-anagrams
1354,Find Players With Zero or One Losses,2,find-players-with-zero-or-one-losses
1355,Minimum Deletions to Make Array Beautiful,2,minimum-deletions-to-make-array-beautiful
1356,Minimum Number of Moves to Make Palindrome,3,minimum-number-of-moves-to-make-palindrome
1357,Report Contiguous Dates,3,report-contiguous-dates
1358,Find Positive Integer Solution for a Given Equation,2,find-positive-integer-solution-for-a-given-equation
1359,Circular Permutation in Binary Representation,2,circular-permutation-in-binary-representation
1360,Maximum Length of a Concatenated String with Unique Characters,2,maximum-length-of-a-concatenated-string-with-unique-characters
1361,Tiling a Rectangle with the Fewest Squares,3,tiling-a-rectangle-with-the-fewest-squares
1362,Airplane Seat Assignment Probability,2,airplane-seat-assignment-probability
1363,Greatest English Letter in Upper and Lower Case,1,greatest-english-letter-in-upper-and-lower-case
1364,Tuple with Same Product,2,tuple-with-same-product
1366,First Unique Number,2,first-unique-number
1367,Maximum Height by Stacking Cuboids ,3,maximum-height-by-stacking-cuboids
1368,Web Crawler Multithreaded,2,web-crawler-multithreaded
1369,Minimum Swaps to Make Strings Equal,2,minimum-swaps-to-make-strings-equal
1370,Count Number of Nice Subarrays,2,count-number-of-nice-subarrays
1371,Minimum Remove to Make Valid Parentheses,2,minimum-remove-to-make-valid-parentheses
1372,Check If It Is a Good Array,3,check-if-it-is-a-good-array
1374,Leftmost Column with at Least a One,2,leftmost-column-with-at-least-a-one
1375,Find Palindrome With Fixed Length,2,find-palindrome-with-fixed-length
1376,Selling Pieces of Wood,3,selling-pieces-of-wood
1377,Number of Comments per Post,1,number-of-comments-per-post
1378,Cells with Odd Values in a Matrix,1,cells-with-odd-values-in-a-matrix
1379,Reconstruct a 2-Row Binary Matrix,2,reconstruct-a-2-row-binary-matrix
1380,Number of Closed Islands,2,number-of-closed-islands
1381,Maximum Score Words Formed by Letters,3,maximum-score-words-formed-by-letters
1382,Calculate Amount Paid in Taxes,1,calculate-amount-paid-in-taxes
1383,Number of Single Divisor Triplets,2,number-of-single-divisor-triplets
1384,Maximum Font to Fit a Sentence in a Screen,2,maximum-font-to-fit-a-sentence-in-a-screen
1385,Number of Ways to Build House of Cards,2,number-of-ways-to-build-house-of-cards
1386,Shift 2D Grid,1,shift-2d-grid
1387,Find Elements in a Contaminated Binary Tree,2,find-elements-in-a-contaminated-binary-tree
1388,Greatest Sum Divisible by Three,2,greatest-sum-divisible-by-three
1389,Minimum Moves to Move a Box to Their Target Location,3,minimum-moves-to-move-a-box-to-their-target-location
1390,Average Selling Price,1,average-selling-price
1391,Counting Elements,1,counting-elements
1392,Find the Difference of Two Arrays,1,find-the-difference-of-two-arrays
1393,Maximum Value of K Coins From Piles,3,maximum-value-of-k-coins-from-piles
1394,Minimum Path Cost in a Grid,2,minimum-path-cost-in-a-grid
1395,Minimum Time Visiting All Points,1,minimum-time-visiting-all-points
1396,Count Servers that Communicate,2,count-servers-that-communicate
1397,Search Suggestions System,2,search-suggestions-system
1398,Number of Ways to Stay in the Same Place After Some Steps,3,number-of-ways-to-stay-in-the-same-place-after-some-steps
1399,Page Recommendations,2,page-recommendations
1400,Find Winner on a Tic Tac Toe Game,1,find-winner-on-a-tic-tac-toe-game
1401,Number of Burgers with No Waste of Ingredients,2,number-of-burgers-with-no-waste-of-ingredients
1402,Count Square Submatrices with All Ones,2,count-square-submatrices-with-all-ones
1403,Palindrome Partitioning III,3,palindrome-partitioning-iii
1404,Print Immutable Linked List in Reverse,2,print-immutable-linked-list-in-reverse
1405,All People Report to the Given Manager,2,all-people-report-to-the-given-manager
1406,Subtract the Product and Sum of Digits of an Integer,1,subtract-the-product-and-sum-of-digits-of-an-integer
1407,Group the People Given the Group Size They Belong To,2,group-the-people-given-the-group-size-they-belong-to
1408,Find the Smallest Divisor Given a Threshold,2,find-the-smallest-divisor-given-a-threshold
1409,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,3,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1410,Traffic Light Controlled Intersection,1,traffic-light-controlled-intersection
1411,Convert Binary Number in a Linked List to Integer,1,convert-binary-number-in-a-linked-list-to-integer
1413,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,2,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
1414,Shortest Path in a Grid with Obstacles Elimination,3,shortest-path-in-a-grid-with-obstacles-elimination
1415,Students and Examinations,1,students-and-examinations
1416,Check if an Array Is Consecutive,1,check-if-an-array-is-consecutive
1418,Fair Distribution of Cookies,2,fair-distribution-of-cookies
1419,Make Array Non-decreasing or Non-increasing,3,make-array-non-decreasing-or-non-increasing
1420,Find the Start and End Number of Continuous Ranges,2,find-the-start-and-end-number-of-continuous-ranges
1421,Find Numbers with Even Number of Digits,1,find-numbers-with-even-number-of-digits
1422,Divide Array in Sets of K Consecutive Numbers,2,divide-array-in-sets-of-k-consecutive-numbers
1423,Maximum Number of Occurrences of a Substring,2,maximum-number-of-occurrences-of-a-substring
1424,Maximum Candies You Can Get from Boxes,3,maximum-candies-you-can-get-from-boxes
1425,Weather Type in Each Country,1,weather-type-in-each-country
1426,Find N Unique Integers Sum up to Zero,1,find-n-unique-integers-sum-up-to-zero
1427,All Elements in Two Binary Search Trees,2,all-elements-in-two-binary-search-trees
1428,Jump Game III,2,jump-game-iii
1429,Verbal Arithmetic Puzzle,3,verbal-arithmetic-puzzle
1430,Find the K-Beauty of a Number,1,find-the-k-beauty-of-a-number
1431,All Ancestors of a Node in a Directed Acyclic Graph,2,all-ancestors-of-a-node-in-a-directed-acyclic-graph
1432,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,2,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree
1433,Encrypt and Decrypt Strings,3,encrypt-and-decrypt-strings
1434,Decrypt String from Alphabet to Integer Mapping,1,decrypt-string-from-alphabet-to-integer-mapping
1435,XOR Queries of a Subarray,2,xor-queries-of-a-subarray
1436,Get Watched Videos by Your Friends,2,get-watched-videos-by-your-friends
1437,Minimum Insertion Steps to Make a String Palindrome,3,minimum-insertion-steps-to-make-a-string-palindrome
1438,Find the Team Size,1,find-the-team-size
1439,Running Total for Different Genders,2,running-total-for-different-genders
1440,Convert Integer to the Sum of Two No-Zero Integers,1,convert-integer-to-the-sum-of-two-no-zero-integers
1441,Minimum Flips to Make a OR b Equal to c,2,minimum-flips-to-make-a-or-b-equal-to-c
1442,Number of Operations to Make Network Connected,2,number-of-operations-to-make-network-connected
1443,Minimum Distance to Type a Word Using Two Fingers,3,minimum-distance-to-type-a-word-using-two-fingers
1444,Number of Steps to Reduce a Number to Zero,1,number-of-steps-to-reduce-a-number-to-zero
